geothermal_grad_degC_m,depth_m,log10_permeability_m2,permeability_md,porosity,thickness_m
0.0372,3527.5,-14.45,3.63,0.43,60
0.0326,5459.9,-13.76,17.53,0.25,90
0.0337,3867.5,-14.69,2.06,0.06,30
0.0146,3312.4,-12.04,915.62,0.36,20
0.0432,4235.1,-14.56,2.82,0.07,50
0.0304,3461,-12.29,517.6,0.25,90
0.0231,3881.1,-15.03,0.96,0.15,50
0.0283,2745.7,-14.89,1.32,0.35,90
0.0314,5203.3,-13.91,12.54,0.37,5
0.0333,3297.2,-14.15,7.19,0.3,20
0.0293,5268.8,-14.53,2.99,0.35,105
0.0275,4522.9,-14.87,1.38,0.08,85
0.0455,4903.9,-14.9,1.27,0.17,25
0.0311,3140.8,-12.54,291.19,0.19,85
0.0392,5466.9,-14.72,1.93,0.44,50
0.0233,1220.5,-12.17,685.41,0.3,40
0.0401,3351.2,-12.49,325.52,0.25,10
0.031,1120.7,-13.79,16.5,0.34,20
0.0239,3357,-14.17,6.78,0.4,25
0.0215,3297.8,-13.71,19.54,0.21,65
0.0177,4644.7,-13.38,42.44,0.27,65
0.0234,2999.2,-12.27,539.16,0.23,25
0.0371,4719.7,-14.55,2.86,0.27,90
0.048,1751,-13.99,10.46,0.4,105
0.0445,1408.1,-13.1,80.35,0.36,65
0.032,2653.7,-13.78,16.93,0.08,105
0.0363,2265.4,-12.22,612.45,0.28,20
0.0271,3049.3,-13.05,90.63,0.43,5
0.0165,1386.9,-13.48,33.36,0.42,65
0.0276,5157.9,-14.7,2.01,0.14,75
0.0493,2758.7,-12.35,450.67,0.06,65
0.0461,2915.6,-14.07,8.58,0.08,35
0.0178,4784.6,-12.65,224.28,0.19,75
0.0242,1723.9,-13.86,14.02,0.4,45
0.0427,1471.2,-12.4,404.33,0.13,40
0.025,5192.6,-13.98,10.63,0.39,80
0.0224,4523.6,-12.66,220.14,0.34,70
0.0143,4503.2,-12.67,218.55,0.23,25
0.0228,907.7,-14.68,2.11,0.31,40
0.0388,4665,-12.51,316.3,0.23,90
0.046,1814.9,-13.95,11.36,0.21,15
0.0393,1421,-12.16,693.49,0.38,70
0.0228,5277.9,-14.48,3.37,0.33,75
0.0484,3554.3,-14.15,7.15,0.35,30
0.0271,2937.5,-13.42,38.16,0.26,45
0.0243,3760.8,-12.59,262.19,0.3,105
0.0375,3916.6,-12.02,972.81,0.16,90
0.0193,4399.8,-13.96,10.99,0.18,95
0.0387,2932,-13.54,28.98,0.44,60
0.0305,3857.2,-13.59,26.01,0.17,30
0.0287,5224.3,-14.07,8.67,0.18,30
0.0198,5086.1,-13.11,79.22,0.34,20
0.018,2034.3,-12.45,356.43,0.28,110
0.0145,1309.4,-12.29,515.34,0.29,5
0.0357,5189.3,-15.01,0.99,0.4,5
0.0368,3602.5,-14.31,4.95,0.34,95
0.0204,3607.5,-12.78,169.91,0.06,105
0.018,3458.7,-13.18,66.66,0.03,90
0.0267,5117.1,-12.38,417.74,0.08,75
0.03,1657.8,-13.52,30.83,0.19,100
0.0295,2789.6,-12.02,975.11,0.24,80
0.0244,2910.8,-14.16,6.97,0.37,3
0.0232,2102.1,-12.84,146.64,0.26,75
0.0174,4972.2,-13.6,25.67,0.4,10
0.0351,1053.9,-14.25,5.68,0.17,40
0.0276,3357.7,-12.18,675.02,0.1,100
0.0464,4782.9,-12.6,254.24,0.42,50
0.0341,4568.6,-13.49,33.11,0.36,30
0.0165,4486.4,-14.21,6.27,0.26,3
0.0186,2371,-14.57,2.71,0.03,45
0.0385,4492.7,-14.7,2,0.42,100
0.0385,4053.8,-14.56,2.77,0.39,15
0.0174,4440,-12.27,539.64,0.17,65
0.0465,2527.7,-15.03,0.94,0.05,75
0.0454,4595.2,-12.03,943.41,0.44,75
0.0468,2549.5,-14.52,3.04,0.3,65
0.032,1888.6,-13.58,26.46,0.36,5
0.0434,2370.1,-12.11,794.31,0.23,15
0.0208,2621.3,-12.04,931.74,0.32,60
0.0214,4844.2,-14.98,1.06,0.37,75
0.041,2467.2,-13.91,12.53,0.17,35
0.0264,2276,-13.54,29.2,0.16,3
0.0242,4901.8,-13.26,56.22,0.24,95
0.028,4796.3,-13.92,12.09,0.1,5
0.0178,4064.7,-12.92,120.92,0.18,20
0.0142,4273.2,-12.7,201.17,0.13,75
0.0158,2588.4,-14.08,8.39,0.15,10
0.0233,3708.1,-14.43,3.8,0.28,3
0.0176,1127.2,-14.34,4.6,0.41,95
0.0319,3413.4,-13.73,19,0.09,40
0.0442,5072.5,-13.97,10.84,0.05,35
0.0402,3098.8,-14.24,5.89,0.06,95
0.0264,1293.6,-12.87,137.06,0.08,20
0.0327,2918.3,-14.38,4.23,0.19,10
0.0235,5402.7,-12.72,192.63,0.24,15
0.0148,2044.5,-14.35,4.57,0.37,35
0.0377,1183.4,-12.07,857.12,0.34,3
0.0409,2342.8,-12.41,397.9,0.2,3
0.0218,4654.4,-15.01,0.98,0.42,25
0.049,5205.9,-12.81,156.91,0.07,55
0.0372,4798.4,-12.96,111.66,0.35,105
0.0321,1630.7,-13.78,16.63,0.24,60
0.0327,1613.2,-13.17,67.98,0.23,35
0.0224,4256.2,-14.02,9.75,0.37,3
0.0303,1167.6,-12.45,361.71,0.21,20
0.0313,2529.1,-12.22,605.51,0.24,95
0.0154,4822,-13.43,37.99,0.37,45
0.0318,1272.3,-12.37,430.32,0.03,60
0.0183,5034.1,-12.87,136.56,0.17,25
0.0289,3557.1,-12.17,689.77,0.26,20
0.0144,2125.3,-14.9,1.29,0.2,30
0.0219,2618.9,-15.02,0.96,0.26,95
0.0407,4908.5,-12.13,746.08,0.31,90
0.0315,2778.8,-12.14,736.21,0.35,105
0.0392,5412.5,-12.71,197.85,0.34,15
0.0429,3019.5,-12.56,281.62,0.32,65
0.0293,5159.2,-14.65,2.28,0.22,20
0.0217,1158,-13.27,54.03,0.4,50
0.0442,1046.5,-12.19,654.48,0.15,110
0.015,3142.5,-14.84,1.47,0.43,25
0.0183,4668.8,-12.55,284.23,0.17,85
0.0493,1699.4,-12.16,698.59,0.13,40
0.0471,3128.9,-14.69,2.06,0.34,110
0.0398,2277.5,-12.62,243.02,0.19,3
0.0267,3657.5,-12.56,280.86,0.1,75
0.023,4306.3,-12.49,328.82,0.08,110
0.0348,4500.2,-13.44,36.69,0.26,5
0.0403,5196.4,-13.16,70.85,0.08,60
0.0218,5110.1,-13.93,11.82,0.33,10
0.0326,2908.7,-14.23,5.97,0.07,100
0.0264,4078.4,-12.65,227.29,0.15,60
0.0348,4978,-12.93,117.9,0.43,80
0.0458,2976.7,-13.52,30.37,0.36,90
0.0333,3961.9,-13.63,23.95,0.39,75
0.0222,5173.1,-13.02,95.94,0.28,70
0.027,3731.5,-14.19,6.58,0.3,105
0.0311,3606.2,-13.41,39.13,0.24,105
0.0322,2380.7,-13.78,16.65,0.28,85
0.037,1237.4,-13.96,11.04,0.35,25
0.0406,3023.7,-12.44,369.72,0.38,55
0.0214,1292.3,-14.04,9.34,0.19,70
0.0303,1393.7,-12.33,475.43,0.43,95
0.0249,3291.5,-11.98,1058.89,0.37,55
0.0459,3114.2,-14.9,1.28,0.07,95
0.0231,4451.9,-13.61,24.98,0.08,50
0.0251,5424.3,-12.68,213.13,0.04,80
0.0374,1991.7,-12.76,174.3,0.41,35
0.0253,5199.5,-14.79,1.64,0.33,75
0.0423,5450.9,-14.58,2.66,0.14,5
0.0174,2573.2,-14.83,1.51,0.29,105
0.0234,1826.1,-14.25,5.71,0.26,5
0.0274,4182.7,-14.93,1.2,0.33,55
0.0412,3223.1,-13.09,81.84,0.3,100
0.0246,3020,-13.62,24.26,0.31,110
0.0398,1514.4,-12.63,235.49,0.27,75
0.0332,5099.4,-14.99,1.05,0.23,55
0.0446,1711.5,-14.99,1.03,0.04,15
0.0216,972.7,-14.71,1.99,0.13,65
0.0464,2286.7,-12.71,199.35,0.43,20
0.0453,3375.2,-12.56,278.44,0.23,20
0.0284,2022.6,-13,101.24,0.16,85
0.0413,2077.3,-13.77,17.39,0.42,60
0.0371,2685.5,-14.46,3.49,0.08,65
0.0146,2791.1,-12,1007.27,0.19,25
0.0421,5368.4,-12.68,212.7,0.24,80
0.0308,3117.2,-13.2,64.61,0.06,5
0.0423,4596,-14.18,6.71,0.11,35
0.0245,2653.3,-15.03,0.95,0.28,40
0.033,4536.5,-13.9,12.69,0.26,85
0.0437,5344.8,-12.91,123.42,0.06,25
0.0225,1649.7,-14.14,7.34,0.21,80
0.0478,3202.4,-12.56,281.21,0.43,50
0.0185,3248,-12.02,970.5,0.17,60
0.0251,1383.2,-12.93,117.8,0.12,60
0.0291,1978.4,-13.75,18.01,0.27,105
0.049,4775.5,-14.03,9.52,0.07,20
0.0149,4983.9,-13.33,47.06,0.15,100
0.0402,4577.3,-14.13,7.45,0.15,70
0.0238,1949,-14.65,2.26,0.14,95
0.0163,5271.8,-13.69,20.92,0.31,95
0.0158,1450.5,-13.91,12.52,0.29,80
0.0377,2961.7,-13.9,12.83,0.16,40
0.0265,1553,-14.35,4.52,0.2,25
0.0236,2665.3,-12.13,758.88,0.16,5
0.0322,3668.6,-12.6,253.44,0.04,40
0.0453,3155.1,-12.19,659.35,0.25,40
0.0213,2359.8,-14.07,8.55,0.24,90
0.0152,3969.8,-13.18,66.82,0.04,70
0.0382,2237.6,-13.39,40.97,0.31,30
0.0414,5120.7,-14.28,5.35,0.35,45
0.0211,2435,-14.47,3.44,0.05,30
0.0142,2988,-14.51,3.15,0.31,110
0.0449,4517.1,-12.28,533.02,0.12,65
0.0168,2431,-13.54,29.28,0.2,110
0.0342,5090.2,-12.99,102.98,0.25,60
0.0372,3182.3,-14.81,1.56,0.14,100
0.0354,3952.2,-13.27,54.11,0.4,75
0.038,2823.1,-12.36,438.84,0.39,30
0.0416,2348.9,-13.72,19.38,0.18,50
0.0288,4917.5,-14.92,1.22,0.29,25
0.0299,1113.7,-14.78,1.67,0.13,45
0.0183,4511.8,-14.29,5.18,0.22,15
0.0405,2507.6,-12.25,569.62,0.18,35
0.0422,2279.6,-13.47,34.23,0.4,10
0.0306,2333.5,-12.46,351,0.14,45
0.0357,1103.5,-14.19,6.62,0.09,35
0.0291,1755.1,-13.16,70.63,0.17,25
0.0492,3162.2,-12.09,815.62,0.14,20
0.0463,1591.7,-13.89,12.96,0.33,35
0.0261,1032,-13.15,71.48,0.08,50
0.0338,3537.4,-14.65,2.27,0.42,30
0.0329,927,-13.75,17.91,0.08,110
0.0186,1882.3,-14.37,4.36,0.11,105
0.0388,2571.4,-12.98,107.15,0.13,75
0.0376,990.6,-13.73,19.03,0.4,50
0.0272,4576.9,-13.92,12.29,0.3,45
0.0494,1738.8,-12.38,420.42,0.03,35
0.0313,4790.1,-14.12,7.62,0.38,3
0.0406,4219.2,-13.05,90.44,0.09,45
0.0354,5066.4,-13.7,20.1,0.23,35
0.0175,2717,-13.86,14.09,0.26,40
0.0139,1063.1,-13.97,10.85,0.08,3
0.038,2425,-13.02,95.91,0.12,105
0.0204,1435.4,-14.67,2.19,0.13,20
0.0255,3990.7,-12.76,176.72,0.09,105
0.0467,1995.8,-13.21,61.93,0.42,30
0.0196,3682.3,-12.35,457.24,0.36,70
0.032,5096.6,-12.93,119.63,0.32,10
0.0266,925.7,-13.81,15.61,0.14,110
0.0266,2402.3,-12.5,317.94,0.18,70
0.0464,2557.6,-12.19,653.53,0.36,105
0.0248,5197.9,-14.85,1.42,0.04,75
0.0284,1747.7,-12.69,205.31,0.12,35
0.0454,5034.9,-14.02,9.64,0.09,15
0.0335,5236.3,-14.5,3.19,0.35,55
0.0306,2221.1,-13.84,14.76,0.26,85
0.0274,3957.4,-13.04,93.32,0.21,60
0.0156,4027.6,-14.32,4.89,0.17,85
0.0477,2465.4,-12.54,293.93,0.07,65
0.0326,3164.5,-14.97,1.1,0.04,65
0.0418,2060.2,-14.16,6.95,0.35,70
0.0325,3572,-13.06,88.83,0.11,110
0.0375,2919,-13.15,72.55,0.16,110
0.045,3226.7,-12.76,175.52,0.15,35
0.0136,2045.7,-14.98,1.07,0.03,70
0.0418,1372.2,-14.02,9.61,0.13,55
0.025,1273.1,-12.72,191.54,0.06,30
0.015,5487.9,-12.34,464.5,0.22,110
0.0375,1412.2,-12.27,546.03,0.05,65
0.0299,4452.5,-12.8,161.84,0.36,105
0.0421,3511.9,-12.2,641.68,0.13,105
0.0232,2778.3,-13.15,71.03,0.3,15
0.0493,2283.1,-13.55,28.51,0.43,95
0.0285,3204.8,-13.49,32.98,0.22,45
0.0356,3043.4,-12.78,168.92,0.27,40
0.0215,2498,-12.34,460.41,0.31,15
0.0166,1533.3,-12.32,484.64,0.31,20
0.0163,5122.1,-12.67,216.43,0.25,55
0.0226,5279.3,-13.63,23.5,0.28,80
0.0286,1075.8,-13.93,11.84,0.23,10
0.0448,4859.6,-14.51,3.17,0.38,60
0.0273,5226.9,-14.2,6.37,0.43,95
0.0431,4369.3,-14.27,5.49,0.37,40
0.045,4441.6,-14.27,5.39,0.25,70
0.031,3788.5,-13.51,31.49,0.29,20
0.0232,1441.3,-13.19,65.98,0.43,20
0.0204,4581.5,-12.97,109.52,0.38,110
0.0313,4884.7,-14.66,2.24,0.07,95
0.0324,2399.3,-13.11,78.95,0.4,60
0.0165,4311.2,-14.3,5.06,0.28,5
0.0194,3902.7,-14.07,8.56,0.1,65
0.0182,2356.5,-12.84,146.79,0.31,35
0.0433,4110.5,-13.61,24.63,0.16,25
0.0241,2012.7,-14.08,8.4,0.21,95
0.0482,3178.9,-12.81,156.61,0.14,45
0.0447,1884.7,-14.05,8.96,0.29,85
0.0458,1358.5,-12.48,331.92,0.05,35
0.0309,3813.1,-13.22,60.89,0.12,100
0.049,1375.4,-12.89,130.55,0.19,110
0.0371,2697.7,-14.55,2.84,0.28,85
0.0457,2078.3,-14.81,1.58,0.03,100
0.0304,3488.6,-12.09,818.96,0.28,75
0.0293,2805.4,-13.74,18.35,0.23,25
0.0217,3406.2,-13.08,84.28,0.35,85
0.0172,2271.3,-14.18,6.68,0.31,45
0.0485,4191.6,-14.48,3.38,0.16,10
0.0413,3057.3,-14.61,2.5,0.06,80
0.0391,3388.9,-12.35,455.16,0.19,65
0.023,1650.9,-12.31,491.47,0.41,45
0.0177,1977.4,-14.44,3.64,0.43,110
0.0156,3073,-14.72,1.94,0.21,25
0.023,2470.7,-13.89,13.06,0.19,50
0.0136,4285.7,-14.82,1.54,0.42,30
0.0305,2830.3,-12.91,124.39,0.36,30
0.0475,5148.4,-14.38,4.26,0.11,20
0.0426,1960.1,-14.75,1.8,0.18,75
0.048,1480.4,-14.08,8.44,0.19,105
0.0162,3316.7,-12.44,370.59,0.2,95
0.0403,4811.6,-14,10.09,0.07,85
0.031,1844.2,-15.02,0.97,0.41,95
0.0454,1317.4,-12.25,565.57,0.41,65
0.0161,4580.2,-13.48,33.75,0.26,110
0.0251,5355.7,-14.28,5.32,0.09,35
0.0215,5230.9,-12.62,243.62,0.33,60
0.0214,1554.2,-13.02,97.45,0.35,70
0.0341,3979,-12.5,324.03,0.31,20
0.0323,5491.8,-14.8,1.59,0.22,85
0.0156,2295.5,-13.04,92.41,0.1,85
0.033,3974.9,-12.64,231.84,0.36,20
0.0466,1737.4,-14.51,3.11,0.14,35
0.0416,1569.7,-12.79,165.98,0.35,50
0.0438,4689.1,-13.35,45.62,0.31,15
0.0439,5155.1,-12.05,907.56,0.29,45
0.0252,1967.3,-12.81,157.75,0.14,75
0.0232,3003.7,-14.73,1.91,0.27,110
0.0248,2514.2,-14.54,2.95,0.16,60
0.0254,4409.3,-11.99,1030.19,0.07,30
0.02,1048.6,-13.64,22.97,0.1,80
0.0484,1423.9,-12.72,192.95,0.28,80
0.0421,1937.4,-14.84,1.48,0.24,100
0.0175,3772.2,-13.21,62.77,0.38,40
0.0187,5044.4,-14.08,8.36,0.09,70
0.0442,4095.9,-14.13,7.45,0.05,80
0.0304,1369.1,-13.37,42.91,0.18,110
0.0436,1966.8,-14.78,1.69,0.39,10
0.0143,5378.2,-13.08,84.03,0.26,10
0.0343,1087.6,-12.23,590.02,0.3,45
0.026,2274.7,-12.96,109.96,0.32,85
0.0291,3133.9,-12.74,183.34,0.04,100
0.0285,3010,-13.59,26.03,0.11,5
0.0218,1369.6,-12.05,893.77,0.38,85
0.029,4931.9,-13.96,11.17,0.16,65
0.0191,4404.2,-13.49,33.02,0.24,10
0.0296,5369.3,-14.73,1.88,0.4,30
0.0272,944.8,-13.79,16.43,0.09,80
0.0462,1464.6,-14.03,9.37,0.19,110
0.0337,2367.9,-14.07,8.54,0.38,60
0.0444,3936.9,-13.35,45.01,0.22,100
0.0378,1856.7,-13.74,18.37,0.34,75
0.0375,3645.4,-14.09,8.28,0.04,105
0.0196,2483.9,-15.04,0.93,0.26,50
0.0427,3095.9,-14.21,6.25,0.14,105
0.0474,4373.3,-13.13,75.23,0.39,70
0.0388,3390.4,-14.54,2.9,0.44,35
0.026,3938.4,-12.37,428.73,0.37,95
0.0436,3891.3,-13.76,17.65,0.2,100
0.0248,3977.5,-13.66,22.32,0.41,25
0.0203,2729.7,-12.31,497.24,0.18,95
0.0368,2355.4,-14.33,4.74,0.05,20
0.0259,1681.3,-13.25,56.46,0.05,35
0.0363,2158.1,-11.98,1056.21,0.11,20
0.0487,4724,-13.15,71.2,0.42,30
0.0236,4363.3,-14.56,2.8,0.19,5
0.0381,1659.4,-14.61,2.49,0.07,60
0.0356,2052.7,-14.83,1.49,0.26,35
0.0269,5177,-12.63,235.74,0.06,80
0.0276,3266.2,-14.72,1.91,0.38,50
0.0413,1880.6,-12.22,610.29,0.05,50
0.0179,4938.8,-13.99,10.27,0.34,75
0.0379,4534.6,-12.65,224.72,0.38,35
0.029,4702.3,-12.05,905.32,0.19,80
0.0287,3898.1,-13.68,21.21,0.28,50
0.02,4225,-14.05,8.99,0.4,85
0.0241,2969.1,-13.54,29.47,0.3,25
0.0157,4823.4,-13.29,52.2,0.31,45
0.021,1997.9,-13.26,56.18,0.23,95
0.0176,3575.6,-13.01,98.26,0.12,100
0.0282,1443.8,-12.98,105.11,0.12,75
0.0286,4245.4,-11.97,1074.35,0.05,80
0.0248,3334.5,-14.37,4.29,0.16,85
0.0145,2113.8,-12.25,571.67,0.27,85
0.0261,2515.2,-14.76,1.77,0.11,25
0.0218,5343.1,-13.04,92.6,0.08,10
0.0188,1333.3,-14.96,1.11,0.21,45
0.034,4214,-13.68,20.96,0.1,35
0.049,4667.9,-12.53,298.54,0.25,50
0.0373,1678.9,-15.04,0.93,0.11,55
0.0216,2224.5,-13.4,40.65,0.15,110
0.0418,4265.1,-12.55,286.37,0.19,45
0.0375,3025,-13.46,34.79,0.42,80
0.0324,4519.6,-12.5,321.85,0.09,5
0.0155,2181.2,-14.37,4.33,0.12,75
0.0137,3380,-12.34,462.09,0.1,60
0.0272,2561.4,-12.72,193.81,0.21,30
0.0421,1971.2,-12.5,319.64,0.21,20
0.0346,1505.5,-13.45,36.08,0.32,3
0.0237,4629.9,-12.43,377.69,0.35,15
0.0294,4043.2,-12.36,438.2,0.11,60
0.0264,5370.4,-12.38,422.9,0.35,80
0.0227,2378.1,-13.1,80.77,0.41,35
0.0484,1647.1,-13,102.11,0.18,45
0.0419,4392.6,-12.25,567.77,0.24,85
0.0321,3963.6,-13.78,16.79,0.07,45
0.049,3586,-14.61,2.49,0.12,35
0.0408,1403.4,-12.68,212.45,0.23,45
0.0207,2029.1,-13.51,30.96,0.07,3
0.015,996.4,-12.09,817.9,0.33,45
0.0416,2416.8,-12.58,264.06,0.4,20
0.0156,2914,-13.44,36.59,0.13,3
0.0294,1107.1,-14.85,1.43,0.22,55
0.0295,5282.7,-14.75,1.79,0.37,55
0.0322,1105.7,-13.21,62.06,0.19,45
0.0305,1394.1,-14.96,1.1,0.39,75
0.0207,3446.5,-13.86,13.97,0.14,110
0.0191,3531.7,-14.03,9.39,0.08,30
0.021,3141.9,-14.23,6.01,0.35,90
0.0213,2821,-12.51,316.03,0.15,100
0.0171,1990,-13.17,69.28,0.44,100
0.029,4780.5,-13.99,10.36,0.14,55
0.0398,1721.5,-14.67,2.16,0.27,60
0.0409,2362.9,-13.04,92.76,0.22,45
0.0372,4080.7,-14.43,3.81,0.27,70
0.035,961.4,-12.38,426.85,0.11,35
0.0467,4832.3,-12.54,289.84,0.22,70
0.0216,4008.9,-12.83,150.75,0.24,85
0.0231,1398.6,-12.57,273.65,0.4,10
0.0393,4963.6,-14.1,7.98,0.43,85
0.0181,4979.9,-13.75,17.84,0.24,30
0.017,1297.6,-14.88,1.33,0.09,30
0.024,1975.7,-12.4,403.33,0.26,60
0.0204,3841,-13.89,13.11,0.06,95
0.0432,3075.4,-12.92,120.66,0.24,55
0.0381,1375.7,-14.58,2.65,0.27,25
0.0192,3828.4,-13.53,29.97,0.37,40
0.0181,4105.9,-12.05,904.02,0.04,15
0.0355,4274.3,-12.17,687.44,0.19,35
0.0189,2478.1,-14.12,7.64,0.3,10
0.0309,1965.1,-14.8,1.6,0.31,35
0.0204,1443.3,-14.29,5.22,0.13,90
0.0217,2529.5,-13,100.49,0.05,90
0.0287,2204.6,-13.77,17.15,0.26,80
0.0189,987.3,-12.14,741.36,0.07,90
0.0256,4871.2,-14.99,1.04,0.26,10
0.0273,4633.4,-13.24,58.56,0.22,40
0.0396,3687.9,-12.7,199.88,0.4,3
0.0351,3249.5,-14.97,1.09,0.14,50
0.0337,3501.7,-13.47,34.66,0.16,100
0.0319,3831.6,-13.69,20.51,0.17,20
0.046,4532.1,-13.41,39.22,0.21,55
0.0408,3326.5,-15.04,0.92,0.23,35
0.0143,5428.1,-13.01,98.94,0.31,80
0.0219,3571.1,-14.71,1.98,0.18,110
0.0232,3464.9,-13.09,82.89,0.1,80
0.0238,4424.4,-12.6,253.14,0.38,15
0.0466,2550.7,-14.61,2.46,0.43,100
0.0235,3209.5,-13.09,82.55,0.42,75
0.0176,4658.3,-13.43,37.45,0.16,40
0.0364,4922.4,-13.08,84.42,0.37,50
0.0147,2574.2,-14.83,1.5,0.12,100
0.018,5178.7,-13.55,28.64,0.21,30
0.0275,2071.1,-14.27,5.46,0.14,100
0.0389,1075,-13.98,10.6,0.13,45
0.0493,3275.2,-12.31,499.85,0.33,100
0.0344,3410.8,-13.02,97.79,0.4,95
0.0261,948.4,-14.45,3.62,0.43,45
0.0215,1980,-13.27,54.57,0.11,35
0.0438,3378.6,-13.51,31.33,0.33,10
0.0231,4718,-12.45,356.02,0.38,105
0.0184,1430,-14.33,4.75,0.38,85
0.0339,2220.6,-13.52,30.72,0.12,30
0.0468,3997,-12.69,208.65,0.15,70
0.0188,3402.1,-12.7,200.52,0.42,55
0.0293,5495.1,-13.43,37.96,0.26,65
0.0478,2506.1,-14.3,5.14,0.04,45
0.026,3658.4,-13.4,40.53,0.08,100
0.0353,2681.2,-13.51,31.13,0.08,110
0.0471,1952,-12.69,205.76,0.34,105
0.0354,2807.1,-13.48,33.54,0.05,25
0.0459,4716.7,-13.57,27.04,0.21,30
0.0316,910,-12.59,258.63,0.32,105
0.0282,2958.7,-14.47,3.4,0.31,30
0.0342,2086,-12.99,103.14,0.13,25
0.017,4251.4,-12.41,394.6,0.14,3
0.032,4113.4,-13.55,28.44,0.05,35
0.0308,2475.9,-12.86,140.16,0.42,80
0.0301,4380.9,-12.79,165.64,0.34,65
0.0471,3542.9,-14.92,1.22,0.4,65
0.0151,1019.9,-14.62,2.41,0.24,15
0.0263,4023.8,-12.12,776.89,0.05,45
0.0424,1177.7,-12.62,244.98,0.25,65
0.0413,3194.8,-14.78,1.69,0.22,15
0.0431,3101.4,-14.2,6.33,0.32,20
0.0167,912.4,-12.67,217.34,0.26,70
0.0474,1328.4,-13.06,87.51,0.07,100
0.015,4123.3,-12.51,310.85,0.27,45
0.0475,3752.4,-12.97,108.66,0.27,85
0.0329,2476.5,-14.19,6.51,0.08,20
0.0419,2334.6,-14.33,4.71,0.28,75
0.0259,4460.8,-12.27,542.05,0.39,100
0.0315,5300.9,-14.11,7.92,0.17,70
0.0392,1373.8,-14.05,8.93,0.08,55
0.0298,2300.6,-12.67,218.08,0.32,90
0.0449,5398.8,-13.82,15.37,0.31,60
0.0372,5415.5,-12.3,512.41,0.12,50
0.0444,5001.4,-11.99,1028.04,0.04,30
0.0266,3664.7,-12.49,326.21,0.42,10
0.048,2338.1,-13.79,16.4,0.42,65
0.0194,2649.2,-13.43,37.8,0.4,40
0.0406,3158.1,-12.2,635.23,0.03,3
0.0251,1792.9,-14.69,2.05,0.23,5
0.016,3805.4,-13.49,32.44,0.11,25
0.0393,4142.2,-14.73,1.9,0.22,65
0.0479,1916.6,-14.78,1.68,0.31,65
0.0199,5177.8,-13.48,33.84,0.35,15
0.0438,3419.2,-13.96,11.2,0.17,3
0.0451,4506.9,-11.97,1085.02,0.1,95
0.0162,1832.8,-14.92,1.2,0.15,40
0.049,4085.5,-14.95,1.14,0.34,100
0.0219,3948.3,-14.42,3.89,0.05,5
0.0247,1003,-12.59,257.75,0.26,100
0.0335,4797.8,-11.99,1041.65,0.03,45
0.0314,4852.5,-12.16,705.08,0.44,75
0.0184,2756.6,-12.85,141.82,0.23,90
0.0271,2308.3,-14.74,1.84,0.35,60
0.0439,1611.8,-14.91,1.25,0.08,100
0.0245,4026.3,-12.37,431.23,0.07,10
0.0375,3421.6,-12.19,648.34,0.27,20
0.0244,3614.4,-14.59,2.6,0.12,25
0.0487,3635.8,-13.81,15.83,0.2,65
0.0304,3081.2,-14.29,5.24,0.33,90
0.0485,2558.5,-12.97,107.37,0.24,40
0.0294,1222.8,-14.6,2.56,0.28,25
0.0255,2490.1,-13.18,67.16,0.33,25
0.019,1270,-12.15,714.06,0.04,100
0.0377,4776.5,-13.28,53.15,0.41,75
0.0301,4919.1,-12.2,642.17,0.39,55
0.0467,4555.7,-12.12,764.28,0.14,45
0.0371,5160.3,-14.87,1.38,0.33,55
0.0495,5385,-13.55,28.56,0.34,80
0.014,1576.5,-12.23,597.57,0.14,45
0.0238,5167,-12.42,382.07,0.11,40
0.0408,1725.1,-14.82,1.54,0.05,3
0.0418,3944.6,-14.3,5.04,0.04,55
0.0198,2427.3,-12.7,203.51,0.1,80
0.0209,4750.9,-12.93,118.74,0.35,60
0.0379,3064.4,-14.11,7.82,0.41,55
0.0252,1519.1,-13.88,13.32,0.12,105
0.0239,5422.8,-13.25,57.43,0.23,65
0.0167,4728.7,-14.86,1.4,0.24,40
0.0433,1060.9,-13.07,85.76,0.18,65
0.0206,3521.3,-13.1,79.68,0.23,110
0.0281,3439.3,-14.9,1.27,0.2,20
0.0147,1091.5,-12.98,106.56,0.2,55
0.0408,1111.7,-13.56,27.81,0.1,105
0.049,4321.2,-12.88,134.54,0.13,95
0.0185,2946.2,-12.5,318.13,0.09,95
0.032,965,-12.64,232.39,0.13,35
0.0463,2977.9,-14.59,2.6,0.23,3
0.0294,2845.7,-12.15,716.14,0.3,55
0.0191,4092.4,-15.05,0.91,0.25,60
0.0283,2866.4,-12.23,591.03,0.31,30
0.0186,4098.1,-14.88,1.35,0.37,100
0.0463,2057.9,-14.64,2.35,0.31,30
0.0373,904.3,-11.99,1039.31,0.06,60
0.038,5153.6,-13.65,22.71,0.18,100
0.0175,3780,-13.17,67.73,0.26,65
0.0288,1675.1,-12.55,286.69,0.32,95
0.0466,4341.2,-13.15,71.58,0.36,55
0.0193,1675.9,-12.36,442.43,0.38,100
0.0384,2061.1,-13.86,14.14,0.23,20
0.0266,1124.6,-12.48,338.28,0.08,70
0.0422,2898.5,-14.41,3.93,0.3,35
0.041,3086.9,-13.56,27.97,0.15,65
0.0182,3923.5,-13.65,22.56,0.06,30
0.0191,5415.3,-13.75,17.99,0.08,30
0.0256,3360.6,-14.2,6.38,0.37,30
